OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA644600-3,Peddocks Island (DCR)-Portuguese Cove,BEACH Program Site-Ocean,,01090001,,,,,42.2977800000,-70.9347200000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA673086-1,Forest River - Point - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5053500000,-70.8826900000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA680777-1,Clark - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.7041300000,-70.7945300000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA689045-1,Carson Beach (DCR)-I Street,BEACH Program Site-Ocean,,01090001,,,,,42.3296600000,-71.0400400000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA691904-1,Collins Cove - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5277200000,-70.8875500000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA697913-1,Martin's Cove - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.2547500000,-70.8761700000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA698753-1,Savin Hill (DCR) - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.3079400000,-71.0515000000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA701589-1,Wompatuck - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.2594100000,-70.9143700000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA715507-1,Goat Hill - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5435100000,-70.8903300000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA715607-1,Wollaston @ Sachem Street (DCR) - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.2769700000,-71.0093000000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA715948-1,Gas House - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5100000000,-70.8445500000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA794165-1,Children's Island - Wally - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5122200000,-70.8138600000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA796562-1,Old Garden - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.6585000000,-70.6075500000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA807670-1,Cape Hedge - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.6347300000,-70.6062600000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA815082-1,Sandy Point - Plum Island (DCR)-North,BEACH Program Site-Ocean,,01090001,,,,,42.7050000000,-70.7711100000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA815082-2,Sandy Point - Plum Island (DCR)-South,BEACH Program Site-Ocean,,01090001,,,,,42.7050000000,-70.7752800000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA858920-1,Tuck's Point - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5669400000,-70.7783800000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA869051-1,Fisherman's - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.4672000000,-70.9096000000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA919254-1,Crocker Park - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5026800000,-70.8483700000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA933943-1,Back Beach - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.6623700000,-70.6239200000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA951037-1,Niles - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.5976100000,-70.6549800000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
21MABCH,Massachusetts Dept. of Public Health,21MABCH-MA957964-1,Wollaston @ Channing Street (DCR) - Location 1,BEACH Program Site-Ocean,,01090001,,,,,42.2789300000,-71.0143600000,100000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-012S,"Charles River 012S (Watertown Dam Footbridge,  Watertown)",River/Stream,,01090001,,,,,42.3600000000,-71.1600000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-130S,Charles River,River/Stream,,01090001,,,,,42.1197400000,-71.4537500000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-165S,Charles River,River/Stream,,01090001,,,,,42.1366500000,-71.4186900000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-199S,"Charles River 199S (Populatic Pond boat launch,  Norfolk)",River/Stream,,01090001,,,,,42.1300000000,-71.3800000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-1NBS,North Beacon St. Bridge-Center,River/Stream,,01090001,,,,,42.3589000000,-71.1619000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-229S,"Charles River 229S (Rt. 115, Baltimore St.,  Millis)",River/Stream,,01090001,,,,,42.1400000000,-71.3500000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-267S,"Charles River 267S (Dwight St. Bridge,  Millis/Medfield)",River/Stream,,01090001,,,,,42.1700000000,-71.3200000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-269T,Stop River,River/Stream,,01090001,,,,,42.1726000000,-71.3170700000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-290S,"Charles River 290S (West St./Dover Rd.,  Medfield/Millis)",River/Stream,,01090001,,,,,42.1900000000,-71.3300000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-2LARZ,Larz Anderson Bridge-Center,River/Stream,,01090001,,,,,42.3691000000,-71.1235000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-318S,"Charles River 318S (Rte 27 Bridge,  Medfield/Sherborn)",River/Stream,,01090001,,,,,42.2100000000,-71.3500000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-343S,"Charles River 343S (Farm Rd./Bridge St.,  Sherborn/Dover)",River/Stream,,01090001,,,,,42.2300000000,-71.3300000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-35CS,Charles River,River/Stream,,01090001,,,,,42.1394300000,-71.5122200000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,027,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-387S,"Charles River 387S (Elm Bank/Cheney Dr. Bridge,  Wellesley/Dover)",River/Stream,,01090001,,,,,42.2800000000,-71.3100000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-3BU,BU Bridge-Center,River/Stream,,01090001,,,,,42.3526000000,-71.1112000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-400S,"Charles River 400S (Charles River Road Bridge, Dover/Needham)",River/Stream,,01090001,,,,,42.2700000000,-71.3000000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-447S,"Charles River 447S (Dover Gage, Mill St.,  Dover/Needham)",River/Stream,,01090001,,,,,42.2600000000,-71.2600000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-484S,"Charles River 484S (Greendale Ave/Lyons St. Bridge (Dedham Medical Centre),  Dedham/Needham)",River/Stream,,01090001,,,,,42.2700000000,-71.2100000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-4LONG,Longfellow Bridge-Center,River/Stream,,01090001,,,,,42.3611000000,-71.0758000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-521S,"Charles River 521S (Ames St. Bridge,  Dedham)",River/Stream,,01090001,,,,,42.2500000000,-71.1800000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-534S,"Charles River 534S (Rt. 109 Bridge,  Dedham/Boston)",River/Stream,,01090001,,,,,42.2700000000,-71.1700000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-567S,"Charles River 567S (Nahanton Park,  Newton/Needham)",River/Stream,,01090001,,,,,42.3000000000,-71.2100000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-591S,"Charles River 591S (Rte. 9, Gaging Station,  Newton/Wellesley)",River/Stream,,01090001,,,,,42.3200000000,-71.2300000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-59CS,Charles River,River/Stream,,01090001,,,,,42.1169100000,-71.5014800000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,027,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-609S,"Charles River 609S (Washington St. Bridge,  Newton/Wellesley)",River/Stream,,01090001,,,,,42.3300000000,-71.2600000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-621S,"Charles River 621S (Leo J. Martin Golf Course/Park Rd,  Newton/Weston)",River/Stream,,01090001,,,,,42.3300000000,-71.2700000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-635S,"Charles River 635S (2391 Commonwealth Ave.,  Newton)",River/Stream,,01090001,,,,,42.3700000000,-71.2400000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-648S,"Charles River 648S (Auburndale Park, Lakes Region,  Waltham)",River/Stream,,01090001,,,,,42.3700000000,-71.1900000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-662S,"Charles River 662S (Moody St. Bridge,  Waltham)",River/Stream,,01090001,,,,,42.3600000000,-71.2500000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-675S,"Charles River 675S (North St. Brodge,  Waltham/ Watertown/Newton)",River/Stream,,01090001,,,,,42.2600000000,-71.3000000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-700S,"Charles River 700S (N. Beacon St. Bridge,  Watertown/Brighton)",River/Stream,,01090001,,,,,42.1400000000,-71.3900000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-715S,"Charles River 715S (Arsenal St. Bridge,  Watertown/Brighton)",River/Stream,,01090001,,,,,42.3600000000,-71.1500000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-729S,"Charles River 729S (Eliot St. Bridge,  Cambridge/Allston)",River/Stream,,01090001,,,,,42.3700000000,-71.1300000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-743S,"Charles River 743S (Western Ave.,  Cambridge/Allston)",River/Stream,,01090001,,,,,42.3600000000,-71.1200000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-760T,Comm. Ave.,River/Stream,,01090001,,,,,42.3487930000,-71.0917870000,50,,,Interpolation-Map,WGS84,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-763S,"Charles River 763S (Massachusetts Ave. (Harvard) Bridge,  Boston/Cambridge)",River/Stream,,01090001,,,,,42.3500000000,-71.0900000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-773S,"Charles River 773S (Longfellow Bridge, Cambridge)",River/Stream,,01090001,,,,,42.3600000000,-71.0800000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-784S,"Charles River 784S (New Charles River Dam,  Boston)",River/Stream,,01090001,,,,,42.3700000000,-71.0600000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-90CS,Charles River,River/Stream,,01090001,,,,,42.0943150000,-71.4759980000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-BB,Beaver Brook,River/Stream,,01090001,,,,,42.3809800000,-71.2174900000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-BGSB,Bogastow Brook,River/Stream,,01090001,,,,,42.1902600000,-71.3716100000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-BROAD,CRCK Kendall Sq on Broad Canal,River/Stream,,01090001,,,,,42.3629300000,-71.0818200000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-CB,Community Boating,River/Stream,,01090001,,,,,42.3590100000,-71.0731000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-CHBR,Cheesecake Brook,River/Stream,,01090001,,,,,42.3566740000,-71.2156070000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-CHE4,Cheesecake Brook,River/Stream,,01090001,,,,,42.3519300000,-71.2170500000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-CrescentPost,Crescent Street bioretention post-construction,Storm Sewer,,01090001,,,,,42.4017400000,-71.0124700000,50,,,Interpolation-Map,WGS84,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-Fuller,Fuller Brook,River/Stream,,01090001,,,,,42.2859600000,-71.2939300000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MRBB,Muddy River / Babbling Brook,River/Stream,,01090001,,,,,42.3240000000,-71.1170000000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MSB01,Miscoe Brook,River/Stream,,01090001,,,,,42.0407900000,-71.4265200000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MUD13,US of culvert leading out of Leverett Pond,River/Stream,,01090001,,,,,42.3306000000,-71.1136000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MUD18,Longwood Ave bridge US,River/Stream,,01090001,,,,,42.3403000000,-71.1106000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MUD30,Boston Gate Houses US bridge,River/Stream,,01090001,,,,,42.3411000000,-71.0941000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MUD32,Agassiz Road Bridge DS,River/Stream,,01090001,,,,,42.3430000000,-71.0940000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MUD35,Boylston and Fenway ramp US,River/Stream,,01090001,,,,,42.3466000000,-71.0920000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MUD4,Ward Pond outlet,River/Stream,,01090001,,,,,42.3225000000,-71.1183000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-MUD5,Willow Pond outlet,River/Stream,,01090001,,,,,42.3257240000,-71.1160370000,50,,,Interpolation-Map,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-ND,New River Dam,Riverine Impoundment,,01090001,,,,,42.3693500000,-71.0618400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-RB01,Rosemary Brook,River/Stream,,01090001,,,,,42.3192300000,-71.2464000000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-RM01,Rock Meadow Brook,River/Stream,,01090001,,,,,42.2480300000,-71.2248800000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-SMB02,South Meadow Brook,River/Stream,,01090001,,,,,42.3114500000,-71.2125600000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-SP,MIT Sailing Pavilion,River/Stream,,01090001,,,,,42.3583700000,-71.0878300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-SR02,Stop River,River/Stream,,01090001,,,,,42.1289600000,-71.3049600000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,CRWA-WAB1,Waban Brook,River/Stream,,01090001,,,,,42.2889300000,-71.3002300000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,021,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-AB,"Alewife Brook, Apple St., Essex",River/Stream,,01090001,,,,,42.6258900000,-70.7931000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-CG,"Chebacco Lake, Centennial Grove",Lake,,01090001,,,,,42.6151500000,-70.8067000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-CL,"Chebacco Lake inlet, Chebacco Rd., Hamilton",River/Stream,,01090001,,,,,42.6019700000,-70.8153000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-CLWA1,"Chebacco Lake, Gregory Island",Lake,,01090001,,,,,42.6129100000,-70.8158000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-ER-1A,"Egypt River, Rt. 1A, Ipswich",River/Stream,,01090001,,,,,42.6983100000,-70.8689600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FB-LL,"Fish Brook, Lockwood Ln., Boxford",River/Stream,,01090001,,,,,42.6451917000,-70.9892000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FB-MI,"Fish Brook, Middleton Rd., Boxford",River/Stream,,01090001,,,,,42.6348100000,-70.9747700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FB-RI,"Fish Brook, River Rd., Topsfield",River/Stream,,01090001,,,,,42.6348100000,-70.9748000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FB-WA,"Fish Brook, Washington St.",River/Stream,,01090001,,,,,42.6305600000,-70.9737300000,,,,Interpolation-Other,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FMP1,"Four Mile Pond, Shoal",Pond,,01090001,,,,,42.4125200000,-71.0075000000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FMP2,"Four Mile Pond, Deep",Pond,,01090001,,,,,42.4116100000,-71.0076000000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FMP3,"Four Mile Pond, Deep",Pond,,01090001,,,,,42.4112100000,-71.0067000000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-FMP4,"Four Mile Pond,Shoal",Pond,,01090001,,,,,42.4109900000,-71.0045000000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-GB,"Gravelly Brook, Willowdale State Forest, Ipswich",River/Stream,,01090001,,,,,42.6618200000,-70.9038800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-HB,"Howlett Brook, Ipswich Rd., Topsfield",River/Stream,,01090001,,,,,42.6551200000,-70.9171000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-HB-EA,"Howlett Brook, East St, Topsfield",River/Stream,,01090001,,,,,42.6607300000,-70.9198800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-HP1,"Hood Pond, Shoal",Pond,,01090001,,,,,42.6704900000,-70.9497700000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
